hashtag,username,timestamp,content,likes,retweets,mentions,hashtags
#nifty50,NS TRADER F&O,2025-08-04T03:41:38.000Z,NS TRADER F&O @nilesh_tra50734 · 6m #Nifty  opening   Data over sold  #Nifty50 #NiftyBank #StockMarket #OptionsTrading #trader #TradingMindset 46,0,0,@nilesh_tra50734,"#Nifty, #Nifty50, #NiftyBank, #StockMarket, #OptionsTrading, #trader, #TradingMindset"
#nifty50,Darshan Jain,2025-08-04T03:40:37.000Z,Darshan Jain @imdarshanjain · 7m Acutaas chemical  Excellent Darvas Box with RS at new Highs.   Shakeouts in Base + Multiple Pocket Pivots in Base   Lethal Combo.  Holding period: 1 month  #Nifty50 #StockMarket #Trading #TechnicalAnalysis #BankNifty #breakout #breakoutstock #acutaas 35,0,0,@imdarshanjain,"#Nifty50, #StockMarket, #Trading, #TechnicalAnalysis, #BankNifty, #breakout, #breakoutstock, #acutaas"
#nifty50,"Kaushik Vadali - BE, MBA (Mar), PMP, NCFM",2025-08-04T03:40:05.000Z,"Kaushik Vadali - BE, MBA (Mar), PMP, NCFM @kenbitcom · 7m 0908h #preopen #StockMarket #Nifty #Nifty50 #OptionTrading #BankNifty #zeebusiness #stockstowatch #tatapower #itc #trent #radico #dabur 74",0,0,@kenbitcom,"#preopen, #StockMarket, #Nifty, #Nifty50, #OptionTrading, #BankNifty, #zeebusiness, #stockstowatch, #tatapower, #itc, #trent, #radico, #dabur"
#nifty50,Soctr.IN,2025-08-04T03:39:19.000Z,Soctr.IN @MySoctr · 8m #StocksinFocus   For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  @MySoctr    #Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade #breakoutstock #stockmarketindia #StockMarket #trading #StockMarkets Show more 81,0,0,"@MySoctr, @MySoctr","#StocksinFocus, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade, #breakoutstock, #stockmarketindia, #StockMarket, #trading, #StockMarkets"
#nifty50,RA Nandita Rai,2025-08-04T03:37:50.000Z,"RA Nandita Rai @ra__NanditaRai · 10m 1/5  Market Recap – 1st Aug • Nifty 50: 24,565 ▼ –203 pts • Sensex: 80,599 ▼ –586 pts • Bank Nifty: 55,617 ▼ –0.62% 5th straight week of losses!  #StockMarketIndia #Nifty50 #RA_Nandita 1 75",0,0,@ra__NanditaRai,"#StockMarketIndia, #Nifty50, #RA_Nandita"
#nifty50,EWFcw,2025-08-04T03:37:25.000Z,"EWFcw @CycleWave2 · 10m $NIFTY is showing 5 swings down from 6.30.2025 high. Below 24956.5 high, it can see more downside to correct cycle against April-2025 low.  If it breaks above that level, it should correct 6.30.2025 high in 3/7 swings before another push will continue against April low. #NIFTY50 62",0,0,@CycleWave2,#NIFTY50
#nifty50,Riya Pandey,2025-08-04T03:36:01.000Z,Riya Pandey @RiyaPandey19410 · 11m #nse #bse #sp500 #Nasdas #nifty #nifty50 #oilprice #usstocks #asianmarkets #NIKKEI #StockMarket #Nasdaq #giftnifty 1 85,0,0,@RiyaPandey19410,"#nse, #bse, #sp500, #Nasdas, #nifty, #nifty50, #oilprice, #usstocks, #asianmarkets, #NIKKEI, #StockMarket, #Nasdaq, #giftnifty"
#nifty50,Komal Securities..,2025-08-04T03:35:56.000Z,"Komal Securities.. @KomalSecurities · 11m Trading is a easy way to lose your hard earned money , sooner you understand it will be beneficial for you...  Rest you will understand later after lose your hard earned money..  #Komalsecurities #StockMarket #Investing #Equity #Nse #Nifty50. 53",0,0,@KomalSecurities,"#Komalsecurities, #StockMarket, #Investing, #Equity, #Nse, #Nifty50"
#nifty50,Growth.cc,2025-08-04T03:35:25.000Z,Growth.cc @VishnuGods · 12m Contra indicator!   What if every one starts short covering?   #FIIs #Nifty50 Quote Margin of Safety @InvestorOfJAMMU · 2h FIIs are now 91% short in FnO 1 70,0,0,"@VishnuGods, @InvestorOfJAMMU","#FIIs, #Nifty50"
#nifty50,TradePsycho,2025-08-04T03:35:14.000Z,TradePsycho @AbdulKJillani · 12m In nifty 24504/24472 will be support and 24592/624 will be resistance for the day.  Keep in mind.  #Nifty #Nifty50 76,0,0,@AbdulKJillani,"#Nifty, #Nifty50"
#nifty50,Soctr.IN,2025-08-04T03:35:13.000Z,Soctr.IN @MySoctr · 12m #PreOpenMarketSentiments          For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  @MySoctr    #Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade #breakoutstock #stockmarketindia #StockMarket Show more 87,0,0,"@MySoctr, @MySoctr","#PreOpenMarketSentiments, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade, #breakoutstock, #stockmarketindia, #StockMarket"
#nifty50,TwV,2025-08-04T03:34:42.000Z,TwV @vasusharma0212 · 13m GET RRADY MY TIGERS 1-2 din lgenge back on track k liyee butt tention mt loo tumm bdiya enjoy bhi krogge or ghr bhi bharogge apna  #Nifty50 #StockMarket #OptionsTrading  Lets see kha opning hoti h aaj  44,0,0,@vasusharma0212,"#Nifty50, #StockMarket, #OptionsTrading"
#nifty50,StockSutra,2025-08-04T03:33:52.000Z,"StockSutra @StockSutranew · 14m Market LIVE: GIFT Nifty signals a firm start Stocks in focus: ITC, MCX, Delhivery, Titagarh Rail, ABB India, Hero MotoCorp, Tata Power, Federal Bank Stay tuned for key movers today. #StockMarket #Sensex #Nifty50 #GIFTNifty #ITC #MCX #Delhivery #TitagarhRail #MarketUpdate 163",0,0,@StockSutranew,"#StockMarket, #Sensex, #Nifty50, #GIFTNifty, #ITC, #MCX, #Delhivery, #TitagarhRail, #MarketUpdate"
#nifty50,Vikalp,2025-08-04T03:33:50.000Z,"Vikalp @SinghVikalp · 14m Nifty under pressure for 5th straight week.  FMCG, cement, healthcare = relative strength  Caution in IT & metals #Nifty50 104",0,0,@SinghVikalp,#Nifty50
#nifty50,Kiran Khedeka₹,2025-08-04T03:33:25.000Z,"Kiran Khedeka₹ @Kiran_Khedekar · 14m #Nifty Pre Opening is like entry of a Rajnikanth - Full of Hype & goosebumps but Cinema of Salman, absolutely no substance!   #Nifty50 Quote Kiran Khedeka₹ @Kiran_Khedekar · Jul 31 3% down at 9:00:03 am   #Nifty #Nifty50 131",0,0,"@Kiran_Khedekar, @Kiran_Khedekar","#Nifty, #Nifty50, #Nifty, #Nifty50"
#nifty50,Soctr.IN,2025-08-04T03:32:03.000Z,"Soctr.IN @MySoctr · 15m Daily #MarketUpdate   Visit http://soctr.in/app for your Daily Stock Market Insights Follow"" for more updates      #MarketTrends #StockMarkets #Nifty #BankNifty #FinNifty #NiftyMidcap #NiftySmallCap #Bitcoin    #nifty50 #investing #BreakoutStocks #StocksInFocus Show more The media could not be played. Reload 1 2 108",0,0,@MySoctr,"#MarketUpdate, #MarketTrends, #StockMarkets, #Nifty, #BankNifty, #FinNifty, #NiftyMidcap, #NiftySmallCap, #Bitcoin, #nifty50, #investing, #BreakoutStocks, #StocksInFocus"
#nifty50,Riya Pandey,2025-08-04T03:30:59.000Z,Riya Pandey @RiyaPandey19410 · 16m #stockmarkets #StockInNews #StockMarketIndia #nse #bse #sensex #sharemarket #nifty50 #investors #FMCG #GIFTNIFTY 1 70,0,0,@RiyaPandey19410,"#stockmarkets, #StockInNews, #StockMarketIndia, #nse, #bse, #sensex, #sharemarket, #nifty50, #investors, #FMCG, #GIFTNIFTY"
#nifty50,Soctr.IN,2025-08-04T03:30:58.000Z,Soctr.IN @MySoctr · 16m #Stocks with #HighDeliveryPercentage             For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  @MySoctr   #Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade #breakoutstock #stockmarketindia Show more 96,0,0,"@MySoctr, @MySoctr","#Stocks, #HighDeliveryPercentage, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade, #breakoutstock, #stockmarketindia"
#nifty50,Riya Pandey,2025-08-04T03:30:59.000Z,Riya Pandey @RiyaPandey19410 · 17m #stockmarkets #StockInNews #StockMarketIndia #nse #bse #sensex #sharemarket #nifty50 #investors #FMCG #GIFTNIFTY 1 70,0,0,@RiyaPandey19410,"#stockmarkets, #StockInNews, #StockMarketIndia, #nse, #bse, #sensex, #sharemarket, #nifty50, #investors, #FMCG, #GIFTNIFTY"
#nifty50,Soctr.IN,2025-08-04T03:30:58.000Z,Soctr.IN @MySoctr · 17m #Stocks with #HighDeliveryPercentage             For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  @MySoctr   #Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade #breakoutstock #stockmarketindia Show more 96,0,0,"@MySoctr, @MySoctr","#Stocks, #HighDeliveryPercentage, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade, #breakoutstock, #stockmarketindia"
#nifty50,BMSMONEY,2025-08-04T03:30:00.000Z,"BMSMONEY @BMS_MONEY · 17m 1Y, 3Y,   5Y, 7Y, 10Y SIP XIRR of Flexi Cap Mutual Funds As of 1-Aug-2025       https://bmsmoney.com/eng/mutual-fund/top-performing-flexi-cap-fund…     #mutualfunds #MutualFundsSahiHai #NIFTYFUTURE #nifty50 #NiftyIT   #NiftyMidcap #NiftyBank #niftyOptions #sensex #India #FIIs #DIIs 64",0,0,@BMS_MONEY,"#mutualfunds, #MutualFundsSahiHai, #NIFTYFUTURE, #nifty50, #NiftyIT, #NiftyMidcap, #NiftyBank, #niftyOptions, #sensex, #India, #FIIs, #DIIs"
#nifty50,Stock Picker Hub,2025-08-04T03:28:07.000Z,"Stock Picker Hub @stockpickerhub · 19m Nifty eyes consolidation near 24,800; watch IT & FMCG for momentum.  Eyes on crude prices, US jobs data & FIIs flow. #PreMarket #StockMarketIndia #Nifty50 #Sensex #StockPickerHub #TradingTips #MarketOpening 80",0,0,@stockpickerhub,"#PreMarket, #StockMarketIndia, #Nifty50, #Sensex, #StockPickerHub, #TradingTips, #MarketOpening"
#nifty50,Bajaj Broking,2025-08-04T03:27:43.000Z,"Bajaj Broking @BajajBroking · 20m Replying to  @BajajBroking Scenario 1: If the index holds above 24,400, expect a sideways consolidation between 24,400–25,000.  #Rangebound #MarketOutlook #Nifty50 44",0,0,"@BajajBroking, @BajajBroking","#Rangebound, #MarketOutlook, #Nifty50"
#nifty50,Mihir Das,2025-08-04T03:25:07.000Z,Mihir Das @mihirdas3112 · 22m 4th August Nifty levels Outlook and summary   #Nifty #Nifty50 #sharemarketindia 94,0,0,@mihirdas3112,"#Nifty, #Nifty50, #sharemarketindia"
#nifty50,Akash Goyal,2025-08-04T03:25:03.000Z,Akash Goyal @finding_edge · 22m  Morning Market Dashboard | August 4  Dollar reversal begins! DXY down to 98.55   Key takeaway: Dollar strength finally cracking + commodities bouncing + Asian markets green  Gap-up opening likely - relief rally starting?  #MarketDashboard #Nifty50 48,0,0,@finding_edge,"#MarketDashboard, #Nifty50"
#nifty50,Vinay K.,2025-08-04T03:23:30.000Z,"Vinay K. @Trading_Levelss · 24m #GoodMorningEveryone  I've just posted the #intradaytrading #Levels for #Nifty50 & #NiftyBank  Do check that & if you find that worth sharing then retweet & help others. Here is the link to that NIFTY-https://x.com/Trading_Levelss/status/1952208219717476545… BN-https://x.com/Trading_Levelss/status/1952208354400514174… #TradingMindset #MPC Quote Vinay K. @Trading_Levelss · 26m #Levels for #banknifty (04-AUG) Hope this helps Base 1- 55420-55210 Base 2- 54980-54730/54480 Resistance 1- 55830-56040 Resistance 2- 56270-56520/56770 This is my personal study, not a buy/sell call, so plz make your own decisions. #Federalbnk #LICHSGFIN #icicibank #AxisBank 95",0,0,"@Trading_Levelss, @Trading_Levelss","#GoodMorningEveryone, #intradaytrading, #Levels, #Nifty50, #NiftyBank, #TradingMindset, #MPC, #Levels, #banknifty, #Federalbnk, #LICHSGFIN, #icicibank, #AxisBank"
#nifty50,Soctr.IN,2025-08-04T03:22:48.000Z,Soctr.IN @MySoctr · 25m #StocksinFocus  #StocksinNews   For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  @MySoctr  #Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade #breakoutstock #stockmarketindia #StockMarket #trading Show more 121,0,0,"@MySoctr, @MySoctr","#StocksinFocus, #StocksinNews, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade, #breakoutstock, #stockmarketindia, #StockMarket, #trading"
#nifty50,Adroit Financial Services,2025-08-04T03:22:45.000Z,Adroit Financial Services @Adroit_Fin · 25m Technical Outlook: Market Trends and Insights!  #SamajhnaZarooriHai #TechnicalOutlook #Nifty50 #BankNifty #NiftyTrends #BankNiftyTrends #Trading #TechnicalAnalysis #StockMarket #nse #bse #indiastocks #nsenifty #bsesensex #investing #investment #nifty #sensex #adroitfinancial Show more 101,0,0,@Adroit_Fin,"#SamajhnaZarooriHai, #TechnicalOutlook, #Nifty50, #BankNifty, #NiftyTrends, #BankNiftyTrends, #Trading, #TechnicalAnalysis, #StockMarket, #nse, #bse, #indiastocks, #nsenifty, #bsesensex, #investing, #investment, #nifty, #sensex, #adroitfinancial"
#nifty50,Deccan Investor,2025-08-04T03:21:49.000Z,Deccan Investor @2029Happyhomes · 26m #stockmarketsindia  #stocks #Nifty50  corporate actions this week 34,0,0,@2029Happyhomes,"#stockmarketsindia, #stocks, #Nifty50"
#nifty50,Trading Zone,2025-08-04T03:21:39.000Z,Trading Zone @prsablue · 26m #APOLLOMICRO  CMP 169  Breakout Retest on weekly charts. Bearish Divergence sorted. Strong quarterly result.  Increase in institutional holdings.  #nifty #nifty50 #sensex #stockmarket #banknifty #StocksToWatch #giftnifty #StocksInFocus #stocks 1 173,0,0,@prsablue,"#APOLLOMICRO, #nifty, #nifty50, #sensex, #stockmarket, #banknifty, #StocksToWatch, #giftnifty, #StocksInFocus, #stocks"
#nifty50,Raman Iyer,2025-08-04T03:21:37.000Z,"Raman Iyer @iyerraman75 · 26m MODI ADVICE TO INDIANS ""PAKODA BANAV"" Sr JOKER AMITSHAH SON Jr JOKER ICC CHAIRMAN #Nifty50 30",0,0,@iyerraman75,#Nifty50
#nifty50,Vinay K.,2025-08-04T03:21:24.000Z,"Vinay K. @Trading_Levelss · 26m #Levels for #Nifty50 (04-AUG) Hope this helps Base 1- 24490-24410 Base 2- 24335-24255/24180 Resistance 1- 24650-24730 Resistance 2- 24805-24885/24960 This is my personal study, not a buy/sell call, so plz make your own decisions. #ITC #TataPower #ABB #heromoto #Delhivery #Moil 73",0,0,@Trading_Levelss,"#Levels, #Nifty50, #ITC, #TataPower, #ABB, #heromoto, #Delhivery, #Moil"
#nifty50,Anil Mishra,2025-08-04T03:17:54.000Z,Anil Mishra @anilkmishra7 · 30m NIFTY opening posible  nearby 24620  If nifty able to hold 24690 then we can see 24720- 24785  If nifty unable to hold 24530then it will be slip towards 24500 and 24463  Mark this label on your chart and see how it work. #nifty #stocks #Nifty50 #niftyoptions 76,0,0,@anilkmishra7,"#nifty, #stocks, #Nifty50, #niftyoptions"
#nifty50,Raman Iyer,2025-08-04T03:16:58.000Z,"Raman Iyer @iyerraman75 · 31m Main fugitive #madhabhipuribuch KV Kamat ""Charlie Angles"" MUTUALFUND FAVORITE CROOK  SOLUTION: SACK SEBI BOARD  RECONSTITUTE NEW BOARD. SEBI + MUTUALFUNDS ""PARTNER IN CRIME"" #Nifty50   @SEBI_India  ED arrests ex-Axis MF fund manager in 'front-running' case ED arrests ex-Axis MF fund manager in 'front-running' case From thehindu.com 83",0,0,"@iyerraman75, @SEBI_India","#madhabhipuribuch, #Nifty50"
#nifty50,Pawas Agarwal,2025-08-04T03:15:39.000Z,Pawas Agarwal @bigadvisor · 32m #Giftnifty showing gap up open Soon sell button of punters will b activ and again down. #Nifty50  #Banknifty  Can go complete wrong Lol. 1 70,0,0,@bigadvisor,"#Giftnifty, #Nifty50, #Banknifty"
#nifty50,Banknifty Tutor,2025-08-04T03:15:33.000Z,"Banknifty Tutor @BankNiftyTutor · 32m The overall market texture appears negative. #GIFTNifty is up by 65 points, but this could be a trap. The Indian market tends to move opposite to global markets, so one needs to be cautious when choosing intraday trades, especially in index derivatives. #Nifty #Nifty50 #Sensex 1 98",0,0,@BankNiftyTutor,"#GIFTNifty, #Nifty, #Nifty50, #Sensex"
#nifty50,Saurabh Kumar,2025-08-04T03:15:18.000Z,Saurabh Kumar @suraaps1415 · 32m #Nifty50 Chart Analysis Spotted a clear Head & Shoulder pattern breakdown confirmed with neckline breach. Target zone near 24420 almost achieved RSI bullish divergence + key support zone in play  Watching for reversa for CE entry.  Target: 24630 / 24750  SL: Below 24380 #Nifty 1 74,0,0,@suraaps1415,"#Nifty50, #Nifty"
#nifty50,Bajaj Broking,2025-08-04T03:14:17.000Z,Bajaj Broking @BajajBroking · 33m Here’s your daily dose of the pre-market update   Nifty likely to bring in Monday’s session on a flat to positive note!   #StockMarket #Nifty50 #stockmarketsindia #GiftNifty 1 1 115,0,0,@BajajBroking,"#StockMarket, #Nifty50, #stockmarketsindia, #GiftNifty"
#nifty50,CosMathic.ai,2025-08-04T03:12:49.000Z,CosMathic.ai @CosMathic · 35m #tradesetup #DayTrading #Daytrader #niftyOptions #nifty #NIFTY50 #OptionsTrading #intraday #profits #profitabletrades  - Wait for 10:35 AM candle to close.  - Mark the White-dotted line at the HIGH of this candle  - Wait & observe the next candle trends & trade appropriately Quote CosMathic.ai @CosMathic · 1h #stockmarketsindia #Nifty #BSE #banknifty #TradingSignals #tradingstrategy  Astro Time: 10:35 AM  NIFTY - OR: 24417.48 - 24726.82 - IR: 24530.80 - 24613.50 BANK NIFTY - OR: 55289.31 - 55989.79 - IR: 55545.91 - 55733.19 SENSEX - OR: 80077.06 - 80719.94 - IR: 80448.70 - 81592.55 98,0,0,"@CosMathic, @CosMathic","#tradesetup, #DayTrading, #Daytrader, #niftyOptions, #nifty, #NIFTY50, #OptionsTrading, #intraday, #profits, #profitabletrades, #stockmarketsindia, #Nifty, #BSE, #banknifty, #TradingSignals, #tradingstrategy"
#nifty50,BusinessNewsPoint,2025-08-04T03:12:34.000Z,BusinessNewsPoint @BusinessNewsPo1 · 35m Gift Nifty Indicating Flat (or with Minor Gain) Opening of the Market Today   Let's look What's actual Business trends of the Market Turns after Opening #StockMarket #GiftNifty #NSE #BSE #Nifty50 #NiftyBank #NiftyIT #NiftyIndianDefence 113,0,0,@BusinessNewsPo1,"#StockMarket, #GiftNifty, #NSE, #BSE, #Nifty50, #NiftyBank, #NiftyIT, #NiftyIndianDefence"
#nifty50,Broccoli Ai,2025-08-04T03:12:34.000Z,"Broccoli Ai @broccoli_tech · 35m Replying to  @broccoli_tech  Navigating Nifty in this zone isn’t about prediction—it’s about preparation.  Follow  @broccoli_tech  for real-time updates on:  Breakout zones  Trend shifts  Sentiment clues  Actionable setups, daily. Let’s read the market, not chase it. Tap in   #Nifty50 #Sensex Show more 71",0,0,"@broccoli_tech, @broccoli_tech, @broccoli_tech","#Nifty50, #Sensex"
#nifty50,Broccoli Ai,2025-08-04T03:12:26.000Z,"Broccoli Ai @broccoli_tech · 35m  Invest in India  Nifty 50 just wrapped up its 5th straight weekly loss, the longest losing streak since mid-2023.  Broke below key support  Fell through 100 EMA  Options chain flashing red lights Let’s break it ALL down to help you trade smart this week   #Nifty50 Show more 1 75",0,0,@broccoli_tech,#Nifty50
#nifty50,Trending Stocks,2025-08-04T03:12:12.000Z,Trending Stocks @trendingstocks1 · 35m ITC NSE Cash Market  Trend Expectations (04.08.2025):#itc #fmcg #hul #dabur #nifty #nifty50 #nse youtube.com ITC NSE Cash Market Trend Expectations (04.08.2025):#itc #fmcg #hul... 140,0,0,@trendingstocks1,"#itc, #fmcg, #hul, #dabur, #nifty, #nifty50, #nse, #itc, #fmcg, #hul"
#nifty50,Mkt_Update,2025-08-04T03:11:35.000Z,"Mkt_Update @mkt_update · 36m Nity: - Nifty closing below 24600 on Friday - one time aberration or will it move down to 24400 support levels? - Daily Charts - trend is downward, while there might be bounce back, chances that it might hit 24400 more likely. - Weekly & Monthly Chart - Trend is intact  #Nifty50 50",0,0,@mkt_update,#Nifty50
#nifty50,Pranesh Upadhyay,2025-08-04T03:11:03.000Z,Pranesh Upadhyay @PraneshUpadhyay · 37m Story of every new trader #TradeOnMevX #Nifty50 #traderlife #StockMarket The media could not be played. Reload 60,0,0,@PraneshUpadhyay,"#TradeOnMevX, #Nifty50, #traderlife, #StockMarket"
#nifty50,Struggling Trader,2025-08-04T03:09:30.000Z,"Struggling Trader @ST_Xhandle · 38m Tariffs ho ya elections, news toh aati jaati rahegi…  But investing rukni nahi chahiye.  I’m staying steady with mostly large caps - NiftyBeES jaisa simple aur solid.  Kamaal returns often come from staying put, not running scared.   #Investing #Nifty50 #WealthBuilding 43",0,0,@ST_Xhandle,"#Investing, #Nifty50, #WealthBuilding"
#nifty50,Star Options,2025-08-04T03:09:28.000Z,Star Options @anandsh41201305 · 38m Sell #Nifty 24750-24950  24915/888/820/756/720/680/645/620/576/525/480  Positional!    #Nifty50 #Optionselling #optionbuying #optionstrading #StockMarket #stockmarketsindia  #NiftyBank #niftycrash #niftyOptions #stockmarketcrash #NIFTYFUTURE #GIFTNIFTY #stocks 1 112,0,0,@anandsh41201305,"#Nifty, #Nifty50, #Optionselling, #optionbuying, #optionstrading, #StockMarket, #stockmarketsindia, #NiftyBank, #niftycrash, #niftyOptions, #stockmarketcrash, #NIFTYFUTURE, #GIFTNIFTY, #stocks"
